ÄêÁä,581
ÄòËá,440
ºìÏ¸°ûÆ½¾ùÌå»ı,388
ÄòËØ,354
¸ÊÓÍÈıõ¥,309
ºìÏ¸°ûÌå»ı·Ö²¼¿í¶È,289
feature_1_feature_0,285
*r-¹È°±õ£»ù×ª»»Ã¸,265
ºìÏ¸°ûÆ½¾ùÑªºìµ°°×Å¨¶È,263
Ñªºìµ°°×,217
*ÌìÃÅ¶¬°±Ëá°±»ù×ª»»Ã¸,206
*¼îĞÔÁ×ËáÃ¸,202
feature_8_feature_9,194
feature_10_feature_11,191
°×Çò±ÈÀı,178
¼¡ôû,170
ÑªĞ¡°åÌå»ı·Ö²¼¿í¶È,136
¸ßÃÜ¶ÈÖ¬µ°°×µ¨¹Ì´¼,130
feature_14_is_normal,121
*±û°±Ëá°±»ù×ª»»Ã¸,113
ÖĞĞÔÁ£Ï¸°û%,110
feature_22_is_normal,109
ÑªĞ¡°å¼ÆÊı,107
feature_12_feature_13,106
feature_4_feature_6,106
feature_0_feature_1,105
ÁÜ°ÍÏ¸°û%,104
feature_28_feature_31,104
ºìÏ¸°û¼ÆÊı,99
ºìÏ¸°ûÑ¹»ı,97
°×Ï¸°û¼ÆÊı,94
×Üµ¨¹Ì´¼,92
feature_20_feature_34,92
ÑªĞ¡°å±È»ı,89
*Çòµ°°×,88
feature_20_feature_33,83
°×µ°°×,77
ATSm,75
ºìÏ¸°ûÆ½¾ùÑªºìµ°°×Á¿,72
ÑªĞ¡°åÆ½¾ùÌå»ı,68
feature_20_feature_35,66
µ¥ºËÏ¸°û%,66
ÒÒ¸Îe¿¹Ìå,62
*×Üµ°°×,54
feature_23_is_normal,53
feature_20_feature_32,49
µÍÃÜ¶ÈÖ¬µ°°×µ¨¹Ì´¼,43
feature_20_feature_36,41
ÒÒ¸Î±íÃæ¿¹Ìå,40
ÒÒ¸ÎºËĞÄ¿¹Ìå,37
feature_26_is_normal,35
feature_32_feature_33,34
feature_4_feature_5,33
ÊÈËáÏ¸°û%,32
feature_8_is_normal,23
ÒÒ¸Î±íÃæ¿¹Ô­,19
ÒÒ¸Îe¿¹Ô­,14
feature_12_is_normal,13
feature_14_gender_is_normal,12
feature_28_feature_31.1,9
ÊÈ¼îÏ¸°û%,9
feature_10_gender_is_normal,8
ATSs,8
feature_28_is_normal,6
feature_11_gt_312,4
feature_32_is_normal,4
feature_8_gt_17,4
feature_9_is_normal,3
feature_1_feature_0_is_normal,3
feature_10_is_normal,2
feature_21_is_normal,2
feature_3_is_normal,1
feature_13_is_normal,1
feature_10_lt_129,1
feature_5_is_normal,0
feature_6_is_normal,0
feature_9_gt_572,0
feature_0_is_normal,0
feature_4_less_60,0
gender_0,0
feature_4_is_normal,0
gender_1,0
feature_5_less_25,0
feature_24_is_normal,0
feature_11_is_normal,0
feature_25_is_normal,0
feature_36_is_normal,0
feature_34_is_normal,0
feature_33_is_normal,0
feature_1_is_normal,0
feature_31_is_normal,0
feature_30_is_normal,0
feature_2_is_normal,0
feature_29_is_normal,0
ĞÔ±ğ,0
feature_20_is_normal,0
feature_27_is_normal,0
feature_35_is_normal,0
